CAR No,mileage,engine,max_power,seats,year,km_driven,fuel,seller_type,transmission,owner,Loan_Amount
167183,16.0 kmpl,1997 CC,140 bhp,7,2016,40000,Diesel,Individual,Manual,Second Owner,890000
167184,22.07 kmpl,1199 CC,73.9 bhp,5,2013,80000,Diesel,Individual,Manual,Second Owner,280000
167185,21.21 kmpl,1197 CC,81.80 bhp,5,2017,35000,Petrol,Individual,Automatic,First Owner,725000
167186,18.49 kmpl,1493 CC,100 bhp,7,2016,30000,Diesel,Individual,Manual,First Owner,700000
167187,18.2 kmpl,998 CC,67.1 bhp,5,2007,70000,Petrol,Individual,Manual,First Owner,90000
167188,19.81 kmpl,1086 CC,68.05 bhp,5,2015,100000,Petrol,Individual,Manual,Second Owner,287000
167189,14.8 kmpl,1591 CC,121.3 bhp,5,2018,55000,Petrol,Individual,Automatic,First Owner,1380000
167190,12.99 kmpl,2494 CC,100.6 bhp,7,2013,80000,Diesel,Individual,Manual,Second Owner,750000
167191,17.43 kmpl,1396 CC,105.5 bhp,5,2016,40000,Petrol,Individual,Manual,First Owner,650000
167192,20.51 kmpl,998 CC,67.04 bhp,5,2013,108916,Petrol,Individual,Manual,Second Owner,240000
167193,21.1 kmpl,814 CC,55.2 bhp,5,2013,40000,Petrol,Individual,Manual,Second Owner,290000
167194,21.1 kmpl,814 CC,55.2 bhp,5,2014,80000,Petrol,Individual,Manual,First Owner,229999
167195,26.0 kmpl,1498 CC,98.6 bhp,5,2016,50000,Diesel,Individual,Manual,Second Owner,1000000
167196,17.92 kmpl,1086 CC,62.1 bhp,5,2012,90000,Petrol,Individual,Manual,Second Owner,200000
167197,19.7 kmpl,796 CC,46.3 bhp,5,2004,70000,Petrol,Individual,Manual,Fourth & Above Owner,90000
167198,23.0 kmpl,1396 CC,90 bhp,5,2012,90000,Diesel,Individual,Manual,First Owner,330000
167199,21.1 kmpl,1248 CC,73.9 bhp,5,2009,70000,Diesel,Individual,Manual,First Owner,200000
167200,25.32 kmpl,1198 CC,77 bhp,6,2018,31000,Diesel,Individual,Manual,First Owner,420000
167201,19.3 kmpl,1248 CC,73.9 bhp,5,2009,120000,Diesel,Individual,Manual,Second Owner,260000
167202,18.6 kmpl,1197 CC,81.83 bhp,5,2016,40000,Petrol,Individual,Manual,First Owner,590000
167203,25.2 kmpl,1248 CC,74 bhp,5,2015,180000,Diesel,Individual,Manual,First Owner,545000
167204,18.9 kmpl,998 CC,67.1 bhp,5,2011,90000,Petrol,Individual,Manual,Second Owner,210000
167205,17.7 kmpl,1497 CC,78 bhp,5,2008,110000,Petrol,Individual,Manual,Second Owner,185000
167206,18.9 kmpl,998 CC,67.1 bhp,5,2006,59000,Petrol,Individual,Manual,Second Owner,125000
167207,21.1 kmpl,814 CC,55.2 bhp,5,2014,60000,Petrol,Individual,Manual,Second Owner,280000
167208,,,,,2005,89500,Petrol,Individual,Manual,First Owner,99000
167209,18.9 kmpl,998 CC,67.1 bhp,5,2005,70000,Petrol,Individual,Manual,Second Owner,98000
167210,17.0 kmpl,1405 CC,71 bhp,5,2009,190000,Diesel,Individual,Manual,First Owner,100000
167211,20.8 kmpl,1461 CC,64.1 bhp,5,2013,180000,Diesel,Individual,Manual,First Owner,250000
167212,11.5 kmpl,2982 CC,171 bhp,7,2010,150000,Diesel,Individual,Manual,Second Owner,750000
167213,16.52 kmpl,1991 CC,123.7 bhp,5,2007,130000,Diesel,Individual,Manual,Second Owner,160000
167214,22.32 kmpl,1582 CC,126.3 bhp,5,2013,120000,Diesel,Individual,Automatic,Second Owner,509999
167215,17.88 kmpl,1396 CC,52.8 bhp,5,2009,80000,Diesel,Individual,Manual,Second Owner,95000
167216,22.32 kmpl,1582 CC,126.32 bhp,5,2014,80000,Diesel,Individual,Manual,Second Owner,525000
167217,22.5 kmpl,999 CC,67 bhp,5,2017,20000,Petrol,Individual,Manual,First Owner,278000
167218,16.1 kmpl,796 CC,37 bhp,4,1997,60000,Petrol,Individual,Manual,Second Owner,50000
167219,22.07 kmpl,1199 CC,73.9 bhp,5,2011,120000,Diesel,Individual,Manual,Third Owner,254999
167220,21.21 kmpl,1197 CC,81.80 bhp,5,2019,10000,Petrol,Individual,Manual,First Owner,675000
167221,26.59 kmpl,1248 CC,74 bhp,5,2016,147000,Diesel,Individual,Manual,Second Owner,600000
167222,25.1 kmpl,1248 CC,88.5 bhp,5,2018,51000,Diesel,Individual,Manual,First Owner,950000
167223,17.7 kmpl,1497 CC,78 bhp,5,2007,60000,Petrol,Individual,Manual,Third Owner,229999
167224,12.8 kmpl,2494 CC,102 bhp,8,2009,220000,Diesel,Individual,Manual,First Owner,600000
167225,24.7 kmpl,796 CC,47.3 bhp,5,2017,20000,Petrol,Individual,Manual,First Owner,330000
167226,23.95 kmpl,998 CC,67.05 bhp,5,2017,40000,Petrol,Individual,Manual,First Owner,350000
167227,16.2 kmpl,1199 CC,74 bhp,5,2016,35000,Petrol,Individual,Manual,First Owner,560000
167228,20.51 kmpl,998 CC,67.04 bhp,5,2017,30000,Petrol,Individual,Manual,First Owner,440000
167229,19.0 kmpl,998 CC,66.1 bhp,5,2011,90000,Petrol,Individual,Manual,Second Owner,220000
167230,28.4 kmpl,1248 CC,74.02 bhp,5,2017,110000,Diesel,Individual,Manual,Second Owner,750000
167231,15.1 kmpl,2179 CC,140 bhp,7,2015,140000,Diesel,Individual,Manual,First Owner,800000
167232,17.2 kmpl,1396 CC,53.5 bhp,5,2007,104000,Diesel,Individual,Manual,Second Owner,59259
167233,21.4 kmpl,1197 CC,83.1 bhp,5,2018,9000,Petrol,Individual,Automatic,First Owner,740000
167234,20.89 kmpl,1197 CC,81.80 bhp,5,2019,19000,Petrol,Individual,Automatic,Second Owner,570000
167235,20.51 kmpl,998 CC,67 bhp,5,2017,20000,Petrol,Individual,Automatic,First Owner,430000
167236,24.3 kmpl,1248 CC,88.5 bhp,5,2016,70000,Diesel,Individual,Manual,First Owner,800000
167237,24.0 kmpl,1120 CC,70 bhp,5,2015,53000,Diesel,Individual,Manual,First Owner,450000
167238,23.4 kmpl,1248 CC,74 bhp,5,2013,105000,Diesel,Individual,Manual,Second Owner,420000
167239,18.06 kmpl,2523 CC,63 bhp,7,2015,16000,Diesel,Individual,Manual,First Owner,750000
167240,21.1 kmpl,998 CC,100.5 bhp,5,2019,7200,Petrol,Individual,Manual,First Owner,780000
167241,22.07 kmpl,1199 CC,73.9 bhp,5,2011,77000,Diesel,Individual,Manual,Second Owner,320000
167242,25.32 kmpl,1198 CC,77 bhp,6,2017,40000,Diesel,Individual,Manual,First Owner,690000
167243,19.3 kmpl,1248 CC,73.9 bhp,5,2012,70000,Diesel,Individual,Manual,Second Owner,375000
167244,18.12 kmpl,1196 CC,86.8 bhp,5,2017,50000,Petrol,Individual,Manual,First Owner,620000
167245,13.45 km/kg,1086 CC,62.1 bhp,5,2015,85000,LPG,Individual,Manual,First Owner,300000
167246,15.37 kmpl,1196 CC,73 bhp,7,2016,58000,Petrol,Individual,Manual,Second Owner,370000
167247,16.55 kmpl,2498 CC,105 bhp,7,2013,85000,Diesel,Individual,Manual,First Owner,770000
167248,19.1 kmpl,1197 CC,81.86 bhp,5,2014,65000,Petrol,Individual,Manual,First Owner,500000
167249,25.32 kmpl,1198 CC,77 bhp,6,2017,120000,Diesel,Individual,Manual,First Owner,450000
167250,17.92 kmpl,1086 CC,62.1 bhp,5,2013,50000,Petrol,Individual,Manual,Second Owner,195000
167251,20.51 kmpl,998 CC,67 bhp,5,2018,30000,Petrol,Individual,Automatic,First Owner,472000
167252,23.95 kmpl,998 CC,67.05 bhp,5,2014,58000,Petrol,Individual,Manual,Second Owner,250000
167253,25.44 kmpl,936 CC,57.6 bhp,5,2011,70000,Diesel,Individual,Manual,Second Owner,165000
167254,20.65 kmpl,1248 CC,88.7 bhp,5,2018,110000,Diesel,Individual,Manual,Second Owner,525000
167255,18.9 kmpl,998 CC,67.1 bhp,5,2003,65000,Petrol,Individual,Manual,Third Owner,145000
167256,22.3 kmpl,1248 CC,88.8 bhp,5,2013,100000,Diesel,Individual,Manual,First Owner,325000
167257,16.5 kmpl,1493 CC,70 bhp,7,2017,60000,Diesel,Individual,Manual,Second Owner,660000
167258,19.68 kmpl,1399 CC,67 bhp,5,2014,90000,Diesel,Individual,Manual,Second Owner,310000
167259,13.6 kmpl,2523 CC,63 bhp,7,2008,200000,Diesel,Individual,Manual,First Owner,250000
167260,19.68 kmpl,1399 CC,67 bhp,5,2014,100000,Diesel,Individual,Manual,Second Owner,330000
167261,20.0 kmpl,1399 CC,68 bhp,5,2012,80000,Diesel,Individual,Manual,Second Owner,250000
167262,17.45 kmpl,1493 CC,100 bhp,7,2017,60000,Diesel,Individual,Automatic,First Owner,650000
167263,23.95 kmpl,998 CC,67.05 bhp,5,2016,40000,Petrol,Individual,Manual,First Owner,305000
167264,26.21 kmpl,1248 CC,88.5 bhp,5,2015,50000,Diesel,Individual,Manual,First Owner,600000
167265,20.51 kmpl,998 CC,67.04 bhp,5,2015,110000,Petrol,Individual,Manual,First Owner,280000
167266,23.57 kmpl,1396 CC,70 bhp,5,2011,50000,Diesel,Individual,Manual,Second Owner,153000
167267,18.49 kmpl,1493 CC,100 bhp,7,2018,30000,Diesel,Individual,Manual,First Owner,700000
167268,25.17 kmpl,799 CC,53.3 bhp,5,2017,40000,Petrol,Individual,Manual,First Owner,325000
167269,23.95 kmpl,998 CC,67.05 bhp,5,2016,40000,Petrol,Individual,Manual,First Owner,305000
167270,16.1 kmpl,796 CC,37 bhp,4,2006,70000,Petrol,Individual,Manual,Second Owner,155000
167271,20.92 kmpl,998 CC,67.1 bhp,5,2012,80000,Petrol,Individual,Manual,Third Owner,235000
167272,,,,,2005,100000,Diesel,Individual,Manual,Fourth & Above Owner,60000
167273,20.4 kmpl,1197 CC,81.80 bhp,5,2016,15000,Petrol,Individual,Manual,First Owner,500000
167274,13.6 kmpl,2523 CC,63 bhp,7,2004,150000,Diesel,Individual,Manual,Second Owner,120000
167275,,,,,2009,63000,Petrol,Individual,Manual,Third Owner,155000
167276,21.66 kmpl,1498 CC,103.52 bhp,5,2016,88000,Diesel,Dealer,Automatic,First Owner,675000
167277,12.99 kmpl,2494 CC,100.6 bhp,7,2014,80000,Diesel,Dealer,Manual,First Owner,950000
167278,15.1 kmpl,2179 CC,152.87 bhp,7,2018,59865,Diesel,Dealer,Manual,First Owner,1051000
167279,21.49 kmpl,1498 CC,108.5 bhp,5,2016,60000,Diesel,Dealer,Manual,First Owner,591000
167280,22.54 kmpl,1396 CC,88.73 bhp,5,2015,72000,Diesel,Dealer,Manual,First Owner,585000
167281,18.0 kmpl,1497 CC,117.6 bhp,5,2017,68140,Petrol,Dealer,Automatic,First Owner,1025000
167282,28.4 kmpl,1248 CC,74 bhp,5,2014,53190,Diesel,Dealer,Manual,First Owner,450000
167283,22.54 kmpl,1396 CC,88.73 bhp,5,2014,70100,Diesel,Dealer,Manual,First Owner,484999
167284,27.3 kmpl,1498 CC,98.6 bhp,5,2018,47725,Diesel,Dealer,Manual,First Owner,650000
167285,28.4 kmpl,1248 CC,74.02 bhp,5,2014,70195,Diesel,Dealer,Manual,Second Owner,434999
167286,20.0 kmpl,1399 CC,68 bhp,5,2011,77395,Diesel,Dealer,Manual,Second Owner,195000
167287,17.3 kmpl,1497 CC,121 bhp,8,2019,17000,Diesel,Dealer,Manual,First Owner,1000000
167288,14.62 kmpl,1498 CC,113.42 bhp,5,2013,64000,Diesel,Dealer,Automatic,First Owner,650000
167289,25.44 kmpl,936 CC,56.3 bhp,5,2014,74321,Diesel,Dealer,Manual,First Owner,190000
167290,28.4 kmpl,1248 CC,74.02 bhp,5,2013,80235,Diesel,Dealer,Manual,Second Owner,409999
167291,17.01 kmpl,1582 CC,126.2 bhp,5,2016,77150,Diesel,Dealer,Automatic,First Owner,1050000
167292,22.15 kmpl,1498 CC,108.6 bhp,5,2015,69000,Diesel,Dealer,Automatic,First Owner,651000
167293,23.65 kmpl,1248 CC,88.5 bhp,5,2015,57000,Diesel,Dealer,Manual,First Owner,650000
167294,21.14 kmpl,1498 CC,103.6 bhp,5,2017,89000,Diesel,Dealer,Manual,First Owner,750000
167295,14.3 kmpl,1968 CC,140 bhp,5,2012,61100,Diesel,Dealer,Automatic,First Owner,799000
167296,18.7 kmpl,1896 CC,66 bhp,5,2010,116000,Diesel,Individual,Manual,First Owner,355000
167297,23.9 kmpl,1582 CC,126.32 bhp,5,2015,80000,Diesel,Individual,Manual,First Owner,600000
167298,28.4 kmpl,1248 CC,74 bhp,5,2018,26000,Diesel,Individual,Manual,First Owner,685000
167299,28.4 kmpl,1248 CC,74 bhp,5,2018,100000,Diesel,Individual,Manual,First Owner,509999
167300,26.83 km/kg,796 CC,38.4 bhp,5,2012,82300,CNG,Individual,Manual,Second Owner,150000
167301,19.3 kmpl,1248 CC,73.9 bhp,5,2017,82050,Diesel,Individual,Manual,First Owner,650000
167302,,,,,2012,74500,Diesel,Individual,Manual,First Owner,400000
167303,15.1 kmpl,2179 CC,140 bhp,7,2012,120000,Diesel,Individual,Manual,Second Owner,675000
167304,24.04 kmpl,999 CC,67 bhp,5,2018,30000,Petrol,Individual,Automatic,First Owner,319000
167305,19.5 kmpl,1199 CC,88.76 bhp,5,2019,6000,Petrol,Individual,Manual,First Owner,640000
167306,18.6 kmpl,1197 CC,81.83 bhp,5,2017,30000,Petrol,Individual,Manual,First Owner,650000
167307,20.77 kmpl,1248 CC,88.76 bhp,7,2015,70000,Diesel,Individual,Manual,First Owner,650000
167308,26.83 km/kg,796 CC,38.4 bhp,5,2010,70000,CNG,Individual,Manual,Second Owner,155000
167309,20.77 kmpl,1248 CC,88.76 bhp,7,2015,70000,Diesel,Individual,Manual,First Owner,650000
167310,17.8 kmpl,1248 CC,75 bhp,5,2008,120000,Diesel,Individual,Manual,First Owner,175000
167311,24.0 kmpl,1120 CC,70 bhp,5,2014,76000,Diesel,Individual,Manual,Third Owner,375000
167312,24.0 kmpl,1120 CC,70 bhp,5,2014,80000,Diesel,Individual,Manual,Second Owner,430000
167313,17.2 kmpl,1396 CC,53.5 bhp,5,2008,110000,Diesel,Individual,Manual,Second Owner,65000
167314,13.2 kmpl,1495 CC,94 bhp,5,2009,70000,Petrol,Individual,Manual,Third Owner,150000
167315,17.19 kmpl,1197 CC,81.86 bhp,5,2019,13000,Petrol,Individual,Manual,First Owner,620000
167316,14.09 kmpl,1596 CC,99.6 bhp,5,2013,60000,Petrol,Individual,Manual,Second Owner,250000
167317,21.1 kmpl,1248 CC,73.9 bhp,5,2011,165000,Diesel,Individual,Manual,First Owner,275000
167318,13.58 kmpl,2499 CC,72.4 bhp,10,2013,120000,Diesel,Individual,Manual,Second Owner,454000
167319,18.49 kmpl,1493 CC,100 bhp,7,2017,30000,Diesel,Individual,Manual,Second Owner,600000
167320,20.54 kmpl,1598 CC,103.6 bhp,5,2011,100000,Diesel,Individual,Manual,Second Owner,400000
167321,19.2 kmpl,1461 CC,65 bhp,5,2007,187000,Diesel,Individual,Manual,Second Owner,180000
167322,24.3 kmpl,1248 CC,88.5 bhp,5,2016,70000,Diesel,Individual,Manual,First Owner,750000
167323,20.4 kmpl,1197 CC,81.80 bhp,5,2016,40000,Petrol,Individual,Manual,First Owner,500000
167324,15.73 kmpl,1968 CC,174.33 bhp,5,2017,22000,Diesel,Dealer,Automatic,First Owner,2825000
167325,26.8 kmpl,1597 CC,118 bhp,5,2020,5500,Diesel,Dealer,Manual,First Owner,2125000
167326,19.62 kmpl,1998 CC,190 bhp,5,2018,18000,Diesel,Dealer,Automatic,First Owner,3350000
167327,18.2 kmpl,1199 CC,88.7 bhp,5,2019,1500,Petrol,Individual,Automatic,First Owner,840000
167328,24.5 kmpl,1498 CC,98.6 bhp,7,2015,46000,Diesel,Individual,Manual,First Owner,1000000
167329,27.39 kmpl,1248 CC,74 bhp,5,2017,24400,Diesel,Individual,Manual,First Owner,740000
167330,22.15 kmpl,1498 CC,108.6 bhp,5,2018,29899,Diesel,Dealer,Automatic,First Owner,1290000
167331,11.36 kmpl,2755 CC,171.5 bhp,8,2018,20000,Diesel,Dealer,Automatic,First Owner,1800000
167332,20.7 kmpl,1197 CC,81.86 bhp,5,2020,2000,Petrol,Dealer,Manual,First Owner,775000
167333,21.04 kmpl,1461 CC,83.8 bhp,8,2017,34000,Diesel,Dealer,Manual,First Owner,695000
167334,17.4 kmpl,1197 CC,81.86 bhp,5,2018,31000,Petrol,Dealer,Automatic,First Owner,730000
167335,11.45 kmpl,2776 CC,197.2 bhp,7,2016,46000,Diesel,Dealer,Automatic,Second Owner,1295000
167336,12.08 kmpl,2999 CC,161 bhp,7,2016,121000,Diesel,Dealer,Automatic,First Owner,1160000
167337,0.0 kmpl,1950 CC,194 bhp,5,2017,60000,Diesel,Dealer,Automatic,First Owner,3300000
167338,20.3 kmpl,1086 CC,68 bhp,5,2018,7000,Petrol,Dealer,Manual,First Owner,540000
167339,23.1 kmpl,998 CC,67.04 bhp,5,2016,10000,Petrol,Dealer,Automatic,First Owner,434999
167340,17.9 kmpl,2143 CC,170 bhp,5,2018,6000,Diesel,Dealer,Automatic,First Owner,4600000
167341,17.0 kmpl,2596 CC,80.8 bhp,5,2018,20000,Diesel,Dealer,Manual,First Owner,910000
167342,19.67 kmpl,1582 CC,126.2 bhp,5,2015,59235,Diesel,Dealer,Manual,First Owner,850000
167343,16.78 kmpl,1995 CC,190 bhp,5,2019,21000,Diesel,Dealer,Automatic,First Owner,5800000
167344,25.8 kmpl,1498 CC,98.6 bhp,5,2014,48000,Diesel,Individual,Manual,First Owner,520000
167345,14.95 kmpl,2489 CC,93.7 bhp,7,2018,114000,Diesel,Individual,Manual,First Owner,650000
167346,19.3 kmpl,1248 CC,73.9 bhp,5,2011,120000,Diesel,Individual,Manual,Second Owner,430000
167347,21.9 kmpl,1396 CC,88.8 bhp,5,2013,144000,Diesel,Individual,Manual,First Owner,360000
167348,21.9 kmpl,1396 CC,88.8 bhp,5,2013,144000,Diesel,Individual,Manual,First Owner,350000
167349,24.3 kmpl,1248 CC,88.5 bhp,5,2016,190000,Diesel,Individual,Manual,First Owner,791000
167350,12.99 kmpl,2494 CC,100.6 bhp,7,2015,190000,Diesel,Individual,Manual,Second Owner,950000
167351,28.4 kmpl,1248 CC,74 bhp,5,2019,20000,Diesel,Individual,Manual,First Owner,690000
167352,22.0 kmpl,1582 CC,126.2 bhp,5,2017,40000,Diesel,Individual,Manual,Second Owner,860000
167353,19.3 kmpl,1248 CC,73.9 bhp,5,2012,100000,Diesel,Individual,Manual,First Owner,371000
167354,16.8 kmpl,1405 CC,68 bhp,5,2008,60000,Diesel,Individual,Manual,Second Owner,45000
167355,17.8 kmpl,1399 CC,68 bhp,5,2006,201000,Diesel,Individual,Manual,First Owner,55000
167356,20.54 kmpl,1598 CC,103.6 bhp,5,2011,110000,Diesel,Individual,Manual,First Owner,240000
167357,25.2 kmpl,1248 CC,74 bhp,5,2014,77215,Diesel,Individual,Manual,Second Owner,495000
167358,,,,,2005,50000,Petrol,Individual,Manual,First Owner,170000
167359,18.7 kmpl,1199 CC,88.7 bhp,5,2015,48228,Petrol,Dealer,Manual,First Owner,671000
167360,25.2 kmpl,1248 CC,74 bhp,5,2017,58559,Diesel,Dealer,Manual,First Owner,693000
167361,,,,,2010,72179,Diesel,Dealer,Manual,First Owner,352000
167362,26.0 kmpl,1498 CC,98.6 bhp,5,2016,50856,Diesel,Dealer,Manual,First Owner,802999
167363,17.8 kmpl,1497 CC,117.3 bhp,5,2017,18300,Petrol,Individual,Manual,First Owner,890000
167364,28.4 kmpl,1248 CC,74 bhp,5,2015,59292,Diesel,Dealer,Manual,First Owner,495000
167365,23.1 kmpl,998 CC,67.04 bhp,5,2018,10000,Petrol,Dealer,Automatic,First Owner,545000
167366,21.4 kmpl,1197 CC,83.1 bhp,5,2018,21147,Petrol,Dealer,Automatic,First Owner,775000
167367,25.6 kmpl,1498 CC,97.9 bhp,5,2017,69000,Diesel,Dealer,Manual,First Owner,925000
167368,17.3 kmpl,1497 CC,121 bhp,7,2019,10000,Diesel,Individual,Manual,First Owner,1450000
167369,28.4 kmpl,1248 CC,74 bhp,5,2018,16000,Diesel,Dealer,Automatic,First Owner,790000
167370,13.68 kmpl,2393 CC,147.8 bhp,8,2017,36000,Diesel,Dealer,Manual,First Owner,1789999
167371,21.01 kmpl,1197 CC,81.80 bhp,5,2017,37000,Petrol,Dealer,Manual,First Owner,620000
167372,27.62 kmpl,793 CC,47 bhp,5,2016,61173,Diesel,Dealer,Manual,First Owner,375000
167373,,,,,2016,77321,Diesel,Dealer,Manual,First Owner,595000
167374,18.25 kmpl,1968 CC,187.74 bhp,5,2016,30000,Diesel,Dealer,Automatic,First Owner,2450000
167375,15.1 kmpl,2179 CC,140 bhp,7,2014,75000,Diesel,Dealer,Manual,First Owner,850000
167376,19.56 kmpl,1197 CC,81.80 bhp,5,2017,51000,Petrol,Dealer,Automatic,First Owner,750000
167377,21.01 kmpl,1197 CC,81.80 bhp,5,2018,17000,Petrol,Dealer,Manual,First Owner,775000
167378,17.8 kmpl,1248 CC,75 bhp,5,2008,100000,Diesel,Individual,Manual,Second Owner,260000
167379,17.68 kmpl,1968 CC,174.33 bhp,5,2013,35000,Diesel,Individual,Automatic,Second Owner,2000000
167380,21.1 kmpl,814 CC,55.2 bhp,5,2017,10000,Petrol,Individual,Manual,First Owner,300000
167381,16.0 kmpl,2179 CC,140 bhp,7,2016,91567,Diesel,Individual,Automatic,Third Owner,1300000
167382,23.1 kmpl,998 CC,67.04 bhp,5,2017,50000,Petrol,Individual,Manual,First Owner,380000
167383,18.9 kmpl,1197 CC,81.86 bhp,5,2017,60000,Petrol,Individual,Manual,First Owner,480000
167384,22.74 kmpl,796 CC,47.3 bhp,5,2016,35000,Petrol,Individual,Manual,Second Owner,240000
167385,17.43 kmpl,1396 CC,105.5 bhp,5,2014,33400,Petrol,Individual,Manual,First Owner,500000
167386,20.4 kmpl,1197 CC,83.11 bhp,5,2015,36000,Petrol,Individual,Manual,First Owner,420000
167387,20.0 kmpl,1399 CC,68 bhp,5,2011,180000,Diesel,Individual,Manual,Second Owner,130000
167388,20.92 kmpl,998 CC,67.1 bhp,5,2012,80000,Petrol,Individual,Manual,First Owner,110000
167389,19.7 kmpl,796 CC,46.3 bhp,5,2007,120000,Petrol,Individual,Manual,Second Owner,120000
167390,28.4 kmpl,1248 CC,74.02 bhp,5,2017,80000,Diesel,Individual,Automatic,First Owner,700000
167391,28.4 kmpl,1248 CC,74.02 bhp,5,2018,120000,Diesel,Individual,Manual,First Owner,550000
167392,19.09 kmpl,1405 CC,69.01 bhp,5,2014,110000,Diesel,Individual,Manual,Second Owner,190000
167393,23.59 kmpl,1364 CC,67.04 bhp,5,2018,70000,Diesel,Individual,Manual,First Owner,665000
167394,14.95 kmpl,2489 CC,93.7 bhp,7,2014,120000,Diesel,Individual,Manual,Second Owner,445000
167395,21.9 kmpl,1396 CC,88.76 bhp,5,2012,92686,Diesel,Dealer,Manual,Second Owner,340000
167396,13.6 kmpl,1991 CC,142 bhp,5,2009,180000,Diesel,Individual,Manual,First Owner,330000
167397,21.02 kmpl,1248 CC,88.76 bhp,5,2012,80000,Diesel,Individual,Manual,First Owner,270000
167398,16.0 kmpl,2179 CC,140 bhp,7,2015,70000,Diesel,Individual,Automatic,First Owner,1044999
167399,17.8 kmpl,1248 CC,75 bhp,5,2009,117000,Diesel,Individual,Manual,First Owner,279000
167400,20.4 kmpl,1194 CC,94.93 bhp,5,2018,15000,Petrol,Individual,Manual,First Owner,620000
167401,16.6 kmpl,1896 CC,122.4 bhp,5,2007,100000,Diesel,Individual,Manual,Second Owner,250000
167402,15.74 kmpl,1591 CC,121.3 bhp,5,2012,83000,Petrol,Individual,Automatic,First Owner,475000
167403,14.81 kmpl,1998 CC,163.7 bhp,5,2016,67600,Diesel,Individual,Automatic,First Owner,750000
167404,13.5 kmpl,2477 CC,178 bhp,7,2015,160000,Diesel,Individual,Manual,Second Owner,1250000
167405,21.1 kmpl,814 CC,55.2 bhp,5,2014,80000,Petrol,Individual,Manual,Second Owner,250000
167406,25.8 kmpl,1498 CC,98.6 bhp,5,2013,100000,Diesel,Individual,Manual,First Owner,445000
167407,15.0 kmpl,1896 CC,105 bhp,5,2010,100000,Diesel,Individual,Manual,First Owner,400000
167408,23.0 kmpl,1396 CC,90 bhp,5,2010,90000,Diesel,Individual,Manual,Second Owner,350000
167409,20.5 kmpl,1598 CC,103.5 bhp,5,2012,140000,Diesel,Individual,Manual,First Owner,295000
167410,21.21 kmpl,1197 CC,81.80 bhp,5,2018,25000,Petrol,Individual,Manual,First Owner,600000
167411,13.68 kmpl,2393 CC,147.8 bhp,8,2018,20000,Diesel,Individual,Manual,First Owner,1650000
167412,16.1 kmpl,796 CC,37 bhp,4,2012,30000,Petrol,Individual,Manual,First Owner,100000
167413,20.4 kmpl,1194 CC,94.93 bhp,5,2018,13000,Petrol,Individual,Manual,First Owner,690000
167414,18.6 kmpl,1197 CC,81.83 bhp,5,2018,42000,Petrol,Individual,Manual,First Owner,710000
167415,20.3 kmpl,998 CC,68.05 bhp,5,2018,10000,Petrol,Individual,Manual,Second Owner,350000
167416,20.92 kmpl,998 CC,67.1 bhp,5,2012,13000,Petrol,Individual,Manual,First Owner,220000
167417,20.0 kmpl,999 CC,72 bhp,7,2019,6500,Petrol,Individual,Manual,First Owner,700000
